,Lambda,Overall,Asian,Black,Hisp,Other,White,Male,Female
74,0.74,97.024,97.05600000000001,73.126,90.178,91.462,99.19000000000001,97.77,96.068
75,0.75,97.114,97.888,73.468,90.71799999999999,91.736,99.202,97.838,96.19200000000001
76,0.76,97.15799999999999,97.888,73.546,90.828,92.27000000000001,99.226,97.85600000000001,96.26
77,0.77,97.18800000000002,97.76599999999999,74.194,90.92399999999999,92.27000000000001,99.22,97.882,96.30199999999999
78,0.78,97.13400000000001,97.76599999999999,73.53999999999999,90.82399999999998,92.27000000000001,99.21,97.83000000000001,96.24600000000001
79,0.79,97.17800000000001,97.644,74.176,91.034,92.28000000000002,99.208,97.824,96.35999999999999
80,0.8,97.184,97.644,73.69199999999998,91.034,92.8,99.23799999999999,97.84,96.346
81,0.8100000000000002,97.21,97.522,73.94200000000001,91.034,92.27000000000001,99.268,97.874,96.356
82,0.82,97.18,97.518,73.36399999999999,91.134,92.27000000000001,99.26599999999999,97.83399999999999,96.348
83,0.8299999999999998,97.208,97.76599999999999,73.96400000000001,91.14,91.99600000000001,99.256,97.872,96.36
84,0.8400000000000001,97.33,98.012,74.876,91.15400000000001,92.256,99.32,97.942,96.548
85,0.85,97.34599999999999,98.012,74.958,91.15400000000001,92.256,99.33,97.96,96.55799999999999
86,0.86,97.348,98.012,74.95400000000001,91.148,92.53,99.326,97.934,96.59
87,0.8699999999999999,97.386,98.012,75.626,91.264,92.256,99.324,97.96799999999999,96.638
88,0.8800000000000001,97.46200000000002,98.012,76.192,91.468,92.256,99.364,98.048,96.714
89,0.89,97.66999999999999,98.012,78.04799999999999,92.012,93.314,99.428,98.176,97.012
90,0.9,97.66999999999999,98.012,77.96000000000001,92.012,93.314,99.434,98.186,97.0
91,0.9099999999999999,97.67599999999999,98.012,78.03799999999998,92.012,93.314,99.434,98.184,97.014
92,0.9200000000000002,97.634,98.012,77.71,91.90599999999999,93.314,99.41799999999999,98.16,96.958
93,0.93,97.61,98.012,77.624,91.8,92.788,99.412,98.144,96.92600000000002
94,0.9399999999999998,97.67999999999999,98.012,77.96799999999999,92.122,93.314,99.44,98.20399999999998,97.004
95,0.95,97.67399999999999,98.012,78.136,92.126,93.05199999999999,99.428,98.21,96.982
96,0.96,97.65,98.012,77.892,92.01599999999999,93.05199999999999,99.424,98.176,96.97
97,0.97,97.67999999999999,98.012,78.146,92.01599999999999,93.05199999999999,99.442,98.21000000000001,96.994
98,0.9800000000000001,97.658,98.012,77.716,91.794,93.05199999999999,99.458,98.22,96.938
99,0.99,97.658,98.012,77.716,91.794,93.05199999999999,99.458,98.22,96.938
100,1.0,97.51200000000001,97.762,76.224,91.89200000000001,92.256,99.412,98.114,96.73400000000001
